DSI,EIC,FLPDYR,MARS,XTOT,e00200,e00200p,e00200s,RECID
0,2,2019,1,3,17088,17088,0,11395
0,3,2019,1,4,17088,17088,0,11396
0,0,2019,2,2,17088,11961.6,5126.4,11397
0,1,2019,2,3,17088,11961.6,5126.4,11398
0,2,2019,2,4,17088,11961.6,5126.4,11399
0,3,2019,2,5,17088,11961.6,5126.4,11400
0,0,2019,1,1,17100,17100,0,11401
0,1,2019,1,2,17100,17100,0,11402
0,2,2019,1,3,17100,17100,0,11403
0,3,2019,1,4,17100,17100,0,11404
0,0,2019,2,2,17100,11970,5130,11405
0,1,2019,2,3,17100,11970,5130,11406
0,2,2019,2,4,17100,11970,5130,11407
0,3,2019,2,5,17100,11970,5130,11408
0,0,2019,1,1,17112,17112,0,11409
0,1,2019,1,2,17112,17112,0,11410
0,2,2019,1,3,17112,17112,0,11411
0,3,2019,1,4,17112,17112,0,11412
0,0,2019,2,2,17112,11978.4,5133.6,11413
0,1,2019,2,3,17112,11978.4,5133.6,11414
0,2,2019,2,4,17112,11978.4,5133.6,11415
0,3,2019,2,5,17112,11978.4,5133.6,11416
0,0,2019,1,1,17124,17124,0,11417
0,1,2019,1,2,17124,17124,0,11418
0,2,2019,1,3,17124,17124,0,11419
0,3,2019,1,4,17124,17124,0,11420
0,0,2019,2,2,17124,11986.8,5137.200000000001,11421
0,1,2019,2,3,17124,11986.8,5137.200000000001,11422
0,2,2019,2,4,17124,11986.8,5137.200000000001,11423
0,3,2019,2,5,17124,11986.8,5137.200000000001,11424
0,0,2019,1,1,17136,17136,0,11425
0,1,2019,1,2,17136,17136,0,11426
0,2,2019,1,3,17136,17136,0,11427
0,3,2019,1,4,17136,17136,0,11428
0,0,2019,2,2,17136,11995.2,5140.799999999999,11429
0,1,2019,2,3,17136,11995.2,5140.799999999999,11430
0,2,2019,2,4,17136,11995.2,5140.799999999999,11431
0,3,2019,2,5,17136,11995.2,5140.799999999999,11432
0,0,2019,1,1,17148,17148,0,11433
0,1,2019,1,2,17148,17148,0,11434
0,2,2019,1,3,17148,17148,0,11435
0,3,2019,1,4,17148,17148,0,11436
0,0,2019,2,2,17148,12003.6,5144.4,11437
0,1,2019,2,3,17148,12003.6,5144.4,11438
0,2,2019,2,4,17148,12003.6,5144.4,11439
0,3,2019,2,5,17148,12003.6,5144.4,11440
0,0,2019,1,1,17160,17160,0,11441
0,1,2019,1,2,17160,17160,0,11442
0,2,2019,1,3,17160,17160,0,11443
0,3,2019,1,4,17160,17160,0,11444
0,0,2019,2,2,17160,12012,5148,11445
0,1,2019,2,3,17160,12012,5148,11446
0,2,2019,2,4,17160,12012,5148,11447
0,3,2019,2,5,17160,12012,5148,11448
0,0,2019,1,1,17172,17172,0,11449
0,1,2019,1,2,17172,17172,0,11450
0,2,2019,1,3,17172,17172,0,11451
0,3,2019,1,4,17172,17172,0,11452
0,0,2019,2,2,17172,12020.4,5151.6,11453
0,1,2019,2,3,17172,12020.4,5151.6,11454
0,2,2019,2,4,17172,12020.4,5151.6,11455
0,3,2019,2,5,17172,12020.4,5151.6,11456
0,0,2019,1,1,17184,17184,0,11457
0,1,2019,1,2,17184,17184,0,11458
0,2,2019,1,3,17184,17184,0,11459
0,3,2019,1,4,17184,17184,0,11460
0,0,2019,2,2,17184,12028.8,5155.200000000001,11461
0,1,2019,2,3,17184,12028.8,5155.200000000001,11462
0,2,2019,2,4,17184,12028.8,5155.200000000001,11463
0,3,2019,2,5,17184,12028.8,5155.200000000001,11464
0,0,2019,1,1,17196,17196,0,11465
0,1,2019,1,2,17196,17196,0,11466
0,2,2019,1,3,17196,17196,0,11467
0,3,2019,1,4,17196,17196,0,11468
0,0,2019,2,2,17196,12037.2,5158.799999999999,11469
0,1,2019,2,3,17196,12037.2,5158.799999999999,11470
0,2,2019,2,4,17196,12037.2,5158.799999999999,11471
0,3,2019,2,5,17196,12037.2,5158.799999999999,11472
0,0,2019,1,1,17208,17208,0,11473
0,1,2019,1,2,17208,17208,0,11474
0,2,2019,1,3,17208,17208,0,11475
0,3,2019,1,4,17208,17208,0,11476
0,0,2019,2,2,17208,12045.6,5162.4,11477
0,1,2019,2,3,17208,12045.6,5162.4,11478
0,2,2019,2,4,17208,12045.6,5162.4,11479
0,3,2019,2,5,17208,12045.6,5162.4,11480
0,0,2019,1,1,17220,17220,0,11481
0,1,2019,1,2,17220,17220,0,11482
0,2,2019,1,3,17220,17220,0,11483
0,3,2019,1,4,17220,17220,0,11484
0,0,2019,2,2,17220,12054,5166,11485
0,1,2019,2,3,17220,12054,5166,11486
0,2,2019,2,4,17220,12054,5166,11487
0,3,2019,2,5,17220,12054,5166,11488
0,0,2019,1,1,17232,17232,0,11489
0,1,2019,1,2,17232,17232,0,11490
0,2,2019,1,3,17232,17232,0,11491
0,3,2019,1,4,17232,17232,0,11492
0,0,2019,2,2,17232,12062.4,5169.6,11493
0,1,2019,2,3,17232,12062.4,5169.6,11494
0,2,2019,2,4,17232,12062.4,5169.6,11495
0,3,2019,2,5,17232,12062.4,5169.6,11496
0,0,2019,1,1,17244,17244,0,11497
0,1,2019,1,2,17244,17244,0,11498
0,2,2019,1,3,17244,17244,0,11499
0,3,2019,1,4,17244,17244,0,11500
0,0,2019,2,2,17244,12070.8,5173.200000000001,11501
0,1,2019,2,3,17244,12070.8,5173.200000000001,11502
0,2,2019,2,4,17244,12070.8,5173.200000000001,11503
0,3,2019,2,5,17244,12070.8,5173.200000000001,11504
0,0,2019,1,1,17256,17256,0,11505
0,1,2019,1,2,17256,17256,0,11506
0,2,2019,1,3,17256,17256,0,11507
0,3,2019,1,4,17256,17256,0,11508
0,0,2019,2,2,17256,12079.2,5176.799999999999,11509
0,1,2019,2,3,17256,12079.2,5176.799999999999,11510
0,2,2019,2,4,17256,12079.2,5176.799999999999,11511
0,3,2019,2,5,17256,12079.2,5176.799999999999,11512
0,0,2019,1,1,17268,17268,0,11513
0,1,2019,1,2,17268,17268,0,11514
0,2,2019,1,3,17268,17268,0,11515
0,3,2019,1,4,17268,17268,0,11516
0,0,2019,2,2,17268,12087.6,5180.4,11517
0,1,2019,2,3,17268,12087.6,5180.4,11518
0,2,2019,2,4,17268,12087.6,5180.4,11519
0,3,2019,2,5,17268,12087.6,5180.4,11520
0,0,2019,1,1,17280,17280,0,11521
0,1,2019,1,2,17280,17280,0,11522
0,2,2019,1,3,17280,17280,0,11523
0,3,2019,1,4,17280,17280,0,11524
0,0,2019,2,2,17280,12096,5184,11525
0,1,2019,2,3,17280,12096,5184,11526
0,2,2019,2,4,17280,12096,5184,11527
0,3,2019,2,5,17280,12096,5184,11528
0,0,2019,1,1,17292,17292,0,11529
0,1,2019,1,2,17292,17292,0,11530
0,2,2019,1,3,17292,17292,0,11531
0,3,2019,1,4,17292,17292,0,11532
0,0,2019,2,2,17292,12104.4,5187.6,11533
0,1,2019,2,3,17292,12104.4,5187.6,11534
0,2,2019,2,4,17292,12104.4,5187.6,11535
0,3,2019,2,5,17292,12104.4,5187.6,11536
0,0,2019,1,1,17304,17304,0,11537
0,1,2019,1,2,17304,17304,0,11538
0,2,2019,1,3,17304,17304,0,11539
0,3,2019,1,4,17304,17304,0,11540
0,0,2019,2,2,17304,12112.8,5191.200000000001,11541
0,1,2019,2,3,17304,12112.8,5191.200000000001,11542
0,2,2019,2,4,17304,12112.8,5191.200000000001,11543
0,3,2019,2,5,17304,12112.8,5191.200000000001,11544
0,0,2019,1,1,17316,17316,0,11545
0,1,2019,1,2,17316,17316,0,11546
0,2,2019,1,3,17316,17316,0,11547
0,3,2019,1,4,17316,17316,0,11548
0,0,2019,2,2,17316,12121.2,5194.799999999999,11549
0,1,2019,2,3,17316,12121.2,5194.799999999999,11550
0,2,2019,2,4,17316,12121.2,5194.799999999999,11551
0,3,2019,2,5,17316,12121.2,5194.799999999999,11552
0,0,2019,1,1,17328,17328,0,11553
0,1,2019,1,2,17328,17328,0,11554
0,2,2019,1,3,17328,17328,0,11555
0,3,2019,1,4,17328,17328,0,11556
0,0,2019,2,2,17328,12129.6,5198.4,11557
0,1,2019,2,3,17328,12129.6,5198.4,11558
0,2,2019,2,4,17328,12129.6,5198.4,11559
0,3,2019,2,5,17328,12129.6,5198.4,11560
0,0,2019,1,1,17340,17340,0,11561
0,1,2019,1,2,17340,17340,0,11562
0,2,2019,1,3,17340,17340,0,11563
0,3,2019,1,4,17340,17340,0,11564
0,0,2019,2,2,17340,12138,5202,11565
0,1,2019,2,3,17340,12138,5202,11566
0,2,2019,2,4,17340,12138,5202,11567
0,3,2019,2,5,17340,12138,5202,11568
0,0,2019,1,1,17352,17352,0,11569
0,1,2019,1,2,17352,17352,0,11570
0,2,2019,1,3,17352,17352,0,11571
0,3,2019,1,4,17352,17352,0,11572
0,0,2019,2,2,17352,12146.4,5205.6,11573
0,1,2019,2,3,17352,12146.4,5205.6,11574
0,2,2019,2,4,17352,12146.4,5205.6,11575
0,3,2019,2,5,17352,12146.4,5205.6,11576
0,0,2019,1,1,17364,17364,0,11577
0,1,2019,1,2,17364,17364,0,11578
0,2,2019,1,3,17364,17364,0,11579
0,3,2019,1,4,17364,17364,0,11580
0,0,2019,2,2,17364,12154.8,5209.200000000001,11581
0,1,2019,2,3,17364,12154.8,5209.200000000001,11582
0,2,2019,2,4,17364,12154.8,5209.200000000001,11583
0,3,2019,2,5,17364,12154.8,5209.200000000001,11584
0,0,2019,1,1,17376,17376,0,11585
0,1,2019,1,2,17376,17376,0,11586
0,2,2019,1,3,17376,17376,0,11587
0,3,2019,1,4,17376,17376,0,11588
0,0,2019,2,2,17376,12163.2,5212.799999999999,11589
0,1,2019,2,3,17376,12163.2,5212.799999999999,11590
0,2,2019,2,4,17376,12163.2,5212.799999999999,11591
0,3,2019,2,5,17376,12163.2,5212.799999999999,11592
0,0,2019,1,1,17388,17388,0,11593
0,1,2019,1,2,17388,17388,0,11594
0,2,2019,1,3,17388,17388,0,11595
0,3,2019,1,4,17388,17388,0,11596
0,0,2019,2,2,17388,12171.6,5216.4,11597
0,1,2019,2,3,17388,12171.6,5216.4,11598
0,2,2019,2,4,17388,12171.6,5216.4,11599
0,3,2019,2,5,17388,12171.6,5216.4,11600
0,0,2019,1,1,17400,17400,0,11601
0,1,2019,1,2,17400,17400,0,11602
0,2,2019,1,3,17400,17400,0,11603
0,3,2019,1,4,17400,17400,0,11604
0,0,2019,2,2,17400,12180,5220,11605
0,1,2019,2,3,17400,12180,5220,11606
0,2,2019,2,4,17400,12180,5220,11607
0,3,2019,2,5,17400,12180,5220,11608
0,0,2019,1,1,17412,17412,0,11609
0,1,2019,1,2,17412,17412,0,11610
0,2,2019,1,3,17412,17412,0,11611
0,3,2019,1,4,17412,17412,0,11612
0,0,2019,2,2,17412,12188.4,5223.6,11613
0,1,2019,2,3,17412,12188.4,5223.6,11614
0,2,2019,2,4,17412,12188.4,5223.6,11615
0,3,2019,2,5,17412,12188.4,5223.6,11616
0,0,2019,1,1,17424,17424,0,11617
0,1,2019,1,2,17424,17424,0,11618
0,2,2019,1,3,17424,17424,0,11619
0,3,2019,1,4,17424,17424,0,11620
0,0,2019,2,2,17424,12196.8,5227.200000000001,11621
0,1,2019,2,3,17424,12196.8,5227.200000000001,11622
0,2,2019,2,4,17424,12196.8,5227.200000000001,11623
0,3,2019,2,5,17424,12196.8,5227.200000000001,11624
0,0,2019,1,1,17436,17436,0,11625
0,1,2019,1,2,17436,17436,0,11626
0,2,2019,1,3,17436,17436,0,11627
0,3,2019,1,4,17436,17436,0,11628
0,0,2019,2,2,17436,12205.2,5230.799999999999,11629
0,1,2019,2,3,17436,12205.2,5230.799999999999,11630
0,2,2019,2,4,17436,12205.2,5230.799999999999,11631
0,3,2019,2,5,17436,12205.2,5230.799999999999,11632
0,0,2019,1,1,17448,17448,0,11633
0,1,2019,1,2,17448,17448,0,11634
0,2,2019,1,3,17448,17448,0,11635
0,3,2019,1,4,17448,17448,0,11636
0,0,2019,2,2,17448,12213.6,5234.4,11637
0,1,2019,2,3,17448,12213.6,5234.4,11638
0,2,2019,2,4,17448,12213.6,5234.4,11639
0,3,2019,2,5,17448,12213.6,5234.4,11640
0,0,2019,1,1,17460,17460,0,11641
0,1,2019,1,2,17460,17460,0,11642
0,2,2019,1,3,17460,17460,0,11643
0,3,2019,1,4,17460,17460,0,11644
0,0,2019,2,2,17460,12222,5238,11645
0,1,2019,2,3,17460,12222,5238,11646
0,2,2019,2,4,17460,12222,5238,11647
0,3,2019,2,5,17460,12222,5238,11648
0,0,2019,1,1,17472,17472,0,11649
0,1,2019,1,2,17472,17472,0,11650
0,2,2019,1,3,17472,17472,0,11651
0,3,2019,1,4,17472,17472,0,11652
0,0,2019,2,2,17472,12230.4,5241.6,11653
0,1,2019,2,3,17472,12230.4,5241.6,11654
0,2,2019,2,4,17472,12230.4,5241.6,11655
0,3,2019,2,5,17472,12230.4,5241.6,11656
0,0,2019,1,1,17484,17484,0,11657
0,1,2019,1,2,17484,17484,0,11658
0,2,2019,1,3,17484,17484,0,11659
0,3,2019,1,4,17484,17484,0,11660
0,0,2019,2,2,17484,12238.8,5245.200000000001,11661
0,1,2019,2,3,17484,12238.8,5245.200000000001,11662
0,2,2019,2,4,17484,12238.8,5245.200000000001,11663
0,3,2019,2,5,17484,12238.8,5245.200000000001,11664
0,0,2019,1,1,17496,17496,0,11665
0,1,2019,1,2,17496,17496,0,11666
0,2,2019,1,3,17496,17496,0,11667
0,3,2019,1,4,17496,17496,0,11668
0,0,2019,2,2,17496,12247.2,5248.799999999999,11669
0,1,2019,2,3,17496,12247.2,5248.799999999999,11670
0,2,2019,2,4,17496,12247.2,5248.799999999999,11671
0,3,2019,2,5,17496,12247.2,5248.799999999999,11672
0,0,2019,1,1,17508,17508,0,11673
0,1,2019,1,2,17508,17508,0,11674
0,2,2019,1,3,17508,17508,0,11675
0,3,2019,1,4,17508,17508,0,11676
0,0,2019,2,2,17508,12255.6,5252.4,11677
0,1,2019,2,3,17508,12255.6,5252.4,11678
0,2,2019,2,4,17508,12255.6,5252.4,11679
0,3,2019,2,5,17508,12255.6,5252.4,11680
0,0,2019,1,1,17520,17520,0,11681
0,1,2019,1,2,17520,17520,0,11682
0,2,2019,1,3,17520,17520,0,11683
0,3,2019,1,4,17520,17520,0,11684
0,0,2019,2,2,17520,12264,5256,11685
0,1,2019,2,3,17520,12264,5256,11686
0,2,2019,2,4,17520,12264,5256,11687
0,3,2019,2,5,17520,12264,5256,11688
0,0,2019,1,1,17532,17532,0,11689
0,1,2019,1,2,17532,17532,0,11690
0,2,2019,1,3,17532,17532,0,11691
0,3,2019,1,4,17532,17532,0,11692
0,0,2019,2,2,17532,12272.4,5259.6,11693
0,1,2019,2,3,17532,12272.4,5259.6,11694
0,2,2019,2,4,17532,12272.4,5259.6,11695
0,3,2019,2,5,17532,12272.4,5259.6,11696
0,0,2019,1,1,17544,17544,0,11697
0,1,2019,1,2,17544,17544,0,11698
0,2,2019,1,3,17544,17544,0,11699
0,3,2019,1,4,17544,17544,0,11700
0,0,2019,2,2,17544,12280.8,5263.200000000001,11701
0,1,2019,2,3,17544,12280.8,5263.200000000001,11702
0,2,2019,2,4,17544,12280.8,5263.200000000001,11703
0,3,2019,2,5,17544,12280.8,5263.200000000001,11704
0,0,2019,1,1,17556,17556,0,11705
0,1,2019,1,2,17556,17556,0,11706
0,2,2019,1,3,17556,17556,0,11707
0,3,2019,1,4,17556,17556,0,11708
0,0,2019,2,2,17556,12289.2,5266.799999999999,11709
0,1,2019,2,3,17556,12289.2,5266.799999999999,11710
0,2,2019,2,4,17556,12289.2,5266.799999999999,11711
0,3,2019,2,5,17556,12289.2,5266.799999999999,11712
0,0,2019,1,1,17568,17568,0,11713
0,1,2019,1,2,17568,17568,0,11714
0,2,2019,1,3,17568,17568,0,11715
0,3,2019,1,4,17568,17568,0,11716
0,0,2019,2,2,17568,12297.6,5270.4,11717
0,1,2019,2,3,17568,12297.6,5270.4,11718
0,2,2019,2,4,17568,12297.6,5270.4,11719
0,3,2019,2,5,17568,12297.6,5270.4,11720
0,0,2019,1,1,17580,17580,0,11721
0,1,2019,1,2,17580,17580,0,11722
0,2,2019,1,3,17580,17580,0,11723
0,3,2019,1,4,17580,17580,0,11724
0,0,2019,2,2,17580,12306,5274,11725
0,1,2019,2,3,17580,12306,5274,11726
0,2,2019,2,4,17580,12306,5274,11727
0,3,2019,2,5,17580,12306,5274,11728
0,0,2019,1,1,17592,17592,0,11729
0,1,2019,1,2,17592,17592,0,11730
0,2,2019,1,3,17592,17592,0,11731
0,3,2019,1,4,17592,17592,0,11732
0,0,2019,2,2,17592,12314.4,5277.6,11733
0,1,2019,2,3,17592,12314.4,5277.6,11734
0,2,2019,2,4,17592,12314.4,5277.6,11735
0,3,2019,2,5,17592,12314.4,5277.6,11736
0,0,2019,1,1,17604,17604,0,11737
0,1,2019,1,2,17604,17604,0,11738
0,2,2019,1,3,17604,17604,0,11739
0,3,2019,1,4,17604,17604,0,11740
0,0,2019,2,2,17604,12322.8,5281.200000000001,11741
0,1,2019,2,3,17604,12322.8,5281.200000000001,11742
0,2,2019,2,4,17604,12322.8,5281.200000000001,11743
0,3,2019,2,5,17604,12322.8,5281.200000000001,11744
0,0,2019,1,1,17616,17616,0,11745
0,1,2019,1,2,17616,17616,0,11746
0,2,2019,1,3,17616,17616,0,11747
0,3,2019,1,4,17616,17616,0,11748
0,0,2019,2,2,17616,12331.2,5284.799999999999,11749
0,1,2019,2,3,17616,12331.2,5284.799999999999,11750
0,2,2019,2,4,17616,12331.2,5284.799999999999,11751
0,3,2019,2,5,17616,12331.2,5284.799999999999,11752
0,0,2019,1,1,17628,17628,0,11753
0,1,2019,1,2,17628,17628,0,11754
0,2,2019,1,3,17628,17628,0,11755
0,3,2019,1,4,17628,17628,0,11756
0,0,2019,2,2,17628,12339.6,5288.4,11757
0,1,2019,2,3,17628,12339.6,5288.4,11758
0,2,2019,2,4,17628,12339.6,5288.4,11759
0,3,2019,2,5,17628,12339.6,5288.4,11760
0,0,2019,1,1,17640,17640,0,11761
0,1,2019,1,2,17640,17640,0,11762
0,2,2019,1,3,17640,17640,0,11763
0,3,2019,1,4,17640,17640,0,11764
0,0,2019,2,2,17640,12348,5292,11765
0,1,2019,2,3,17640,12348,5292,11766
0,2,2019,2,4,17640,12348,5292,11767
0,3,2019,2,5,17640,12348,5292,11768
0,0,2019,1,1,17652,17652,0,11769
0,1,2019,1,2,17652,17652,0,11770
0,2,2019,1,3,17652,17652,0,11771
0,3,2019,1,4,17652,17652,0,11772
0,0,2019,2,2,17652,12356.4,5295.6,11773
0,1,2019,2,3,17652,12356.4,5295.6,11774
0,2,2019,2,4,17652,12356.4,5295.6,11775
0,3,2019,2,5,17652,12356.4,5295.6,11776
0,0,2019,1,1,17664,17664,0,11777
0,1,2019,1,2,17664,17664,0,11778
0,2,2019,1,3,17664,17664,0,11779
0,3,2019,1,4,17664,17664,0,11780
0,0,2019,2,2,17664,12364.8,5299.200000000001,11781
0,1,2019,2,3,17664,12364.8,5299.200000000001,11782
0,2,2019,2,4,17664,12364.8,5299.200000000001,11783
0,3,2019,2,5,17664,12364.8,5299.200000000001,11784
0,0,2019,1,1,17676,17676,0,11785
0,1,2019,1,2,17676,17676,0,11786
0,2,2019,1,3,17676,17676,0,11787
0,3,2019,1,4,17676,17676,0,11788
0,0,2019,2,2,17676,12373.2,5302.799999999999,11789
0,1,2019,2,3,17676,12373.2,5302.799999999999,11790
0,2,2019,2,4,17676,12373.2,5302.799999999999,11791
0,3,2019,2,5,17676,12373.2,5302.799999999999,11792
0,0,2019,1,1,17688,17688,0,11793
0,1,2019,1,2,17688,17688,0,11794
0,2,2019,1,3,17688,17688,0,11795
0,3,2019,1,4,17688,17688,0,11796
0,0,2019,2,2,17688,12381.6,5306.4,11797
0,1,2019,2,3,17688,12381.6,5306.4,11798
0,2,2019,2,4,17688,12381.6,5306.4,11799
0,3,2019,2,5,17688,12381.6,5306.4,11800
0,0,2019,1,1,17700,17700,0,11801
0,1,2019,1,2,17700,17700,0,11802
0,2,2019,1,3,17700,17700,0,11803
0,3,2019,1,4,17700,17700,0,11804
0,0,2019,2,2,17700,12390,5310,11805
0,1,2019,2,3,17700,12390,5310,11806
0,2,2019,2,4,17700,12390,5310,11807
0,3,2019,2,5,17700,12390,5310,11808
0,0,2019,1,1,17712,17712,0,11809
0,1,2019,1,2,17712,17712,0,11810
0,2,2019,1,3,17712,17712,0,11811
0,3,2019,1,4,17712,17712,0,11812
0,0,2019,2,2,17712,12398.4,5313.6,11813
0,1,2019,2,3,17712,12398.4,5313.6,11814
0,2,2019,2,4,17712,12398.4,5313.6,11815
0,3,2019,2,5,17712,12398.4,5313.6,11816
0,0,2019,1,1,17724,17724,0,11817
0,1,2019,1,2,17724,17724,0,11818
0,2,2019,1,3,17724,17724,0,11819
0,3,2019,1,4,17724,17724,0,11820
0,0,2019,2,2,17724,12406.8,5317.200000000001,11821
0,1,2019,2,3,17724,12406.8,5317.200000000001,11822
0,2,2019,2,4,17724,12406.8,5317.200000000001,11823
0,3,2019,2,5,17724,12406.8,5317.200000000001,11824
0,0,2019,1,1,17736,17736,0,11825
0,1,2019,1,2,17736,17736,0,11826
0,2,2019,1,3,17736,17736,0,11827
0,3,2019,1,4,17736,17736,0,11828
0,0,2019,2,2,17736,12415.2,5320.799999999999,11829
0,1,2019,2,3,17736,12415.2,5320.799999999999,11830
0,2,2019,2,4,17736,12415.2,5320.799999999999,11831
0,3,2019,2,5,17736,12415.2,5320.799999999999,11832
0,0,2019,1,1,17748,17748,0,11833
0,1,2019,1,2,17748,17748,0,11834
0,2,2019,1,3,17748,17748,0,11835
0,3,2019,1,4,17748,17748,0,11836
0,0,2019,2,2,17748,12423.6,5324.4,11837
0,1,2019,2,3,17748,12423.6,5324.4,11838
0,2,2019,2,4,17748,12423.6,5324.4,11839
0,3,2019,2,5,17748,12423.6,5324.4,11840
0,0,2019,1,1,17760,17760,0,11841
0,1,2019,1,2,17760,17760,0,11842
0,2,2019,1,3,17760,17760,0,11843
0,3,2019,1,4,17760,17760,0,11844
0,0,2019,2,2,17760,12432,5328,11845
0,1,2019,2,3,17760,12432,5328,11846
0,2,2019,2,4,17760,12432,5328,11847
0,3,2019,2,5,17760,12432,5328,11848
0,0,2019,1,1,17772,17772,0,11849
0,1,2019,1,2,17772,17772,0,11850
0,2,2019,1,3,17772,17772,0,11851
0,3,2019,1,4,17772,17772,0,11852
0,0,2019,2,2,17772,12440.4,5331.6,11853
0,1,2019,2,3,17772,12440.4,5331.6,11854
0,2,2019,2,4,17772,12440.4,5331.6,11855
0,3,2019,2,5,17772,12440.4,5331.6,11856
0,0,2019,1,1,17784,17784,0,11857
0,1,2019,1,2,17784,17784,0,11858
0,2,2019,1,3,17784,17784,0,11859
0,3,2019,1,4,17784,17784,0,11860
0,0,2019,2,2,17784,12448.8,5335.200000000001,11861
0,1,2019,2,3,17784,12448.8,5335.200000000001,11862
0,2,2019,2,4,17784,12448.8,5335.200000000001,11863
0,3,2019,2,5,17784,12448.8,5335.200000000001,11864
0,0,2019,1,1,17796,17796,0,11865
0,1,2019,1,2,17796,17796,0,11866
0,2,2019,1,3,17796,17796,0,11867
0,3,2019,1,4,17796,17796,0,11868
0,0,2019,2,2,17796,12457.2,5338.799999999999,11869
0,1,2019,2,3,17796,12457.2,5338.799999999999,11870
0,2,2019,2,4,17796,12457.2,5338.799999999999,11871
0,3,2019,2,5,17796,12457.2,5338.799999999999,11872
0,0,2019,1,1,17808,17808,0,11873
0,1,2019,1,2,17808,17808,0,11874
0,2,2019,1,3,17808,17808,0,11875
0,3,2019,1,4,17808,17808,0,11876
0,0,2019,2,2,17808,12465.6,5342.4,11877
0,1,2019,2,3,17808,12465.6,5342.4,11878
0,2,2019,2,4,17808,12465.6,5342.4,11879
0,3,2019,2,5,17808,12465.6,5342.4,11880
0,0,2019,1,1,17820,17820,0,11881
0,1,2019,1,2,17820,17820,0,11882
0,2,2019,1,3,17820,17820,0,11883
0,3,2019,1,4,17820,17820,0,11884
0,0,2019,2,2,17820,12474,5346,11885
0,1,2019,2,3,17820,12474,5346,11886
0,2,2019,2,4,17820,12474,5346,11887
0,3,2019,2,5,17820,12474,5346,11888
0,0,2019,1,1,17832,17832,0,11889
0,1,2019,1,2,17832,17832,0,11890
0,2,2019,1,3,17832,17832,0,11891
0,3,2019,1,4,17832,17832,0,11892
0,0,2019,2,2,17832,12482.4,5349.6,11893
0,1,2019,2,3,17832,12482.4,5349.6,11894
0,2,2019,2,4,17832,12482.4,5349.6,11895
0,3,2019,2,5,17832,12482.4,5349.6,11896
0,0,2019,1,1,17844,17844,0,11897
0,1,2019,1,2,17844,17844,0,11898
0,2,2019,1,3,17844,17844,0,11899
0,3,2019,1,4,17844,17844,0,11900
0,0,2019,2,2,17844,12490.8,5353.200000000001,11901
0,1,2019,2,3,17844,12490.8,5353.200000000001,11902
0,2,2019,2,4,17844,12490.8,5353.200000000001,11903
0,3,2019,2,5,17844,12490.8,5353.200000000001,11904
0,0,2019,1,1,17856,17856,0,11905
0,1,2019,1,2,17856,17856,0,11906
0,2,2019,1,3,17856,17856,0,11907
0,3,2019,1,4,17856,17856,0,11908
0,0,2019,2,2,17856,12499.2,5356.799999999999,11909
0,1,2019,2,3,17856,12499.2,5356.799999999999,11910
0,2,2019,2,4,17856,12499.2,5356.799999999999,11911
0,3,2019,2,5,17856,12499.2,5356.799999999999,11912
0,0,2019,1,1,17868,17868,0,11913
0,1,2019,1,2,17868,17868,0,11914
0,2,2019,1,3,17868,17868,0,11915
0,3,2019,1,4,17868,17868,0,11916
0,0,2019,2,2,17868,12507.6,5360.4,11917
0,1,2019,2,3,17868,12507.6,5360.4,11918
0,2,2019,2,4,17868,12507.6,5360.4,11919
0,3,2019,2,5,17868,12507.6,5360.4,11920
0,0,2019,1,1,17880,17880,0,11921
0,1,2019,1,2,17880,17880,0,11922
0,2,2019,1,3,17880,17880,0,11923
0,3,2019,1,4,17880,17880,0,11924
0,0,2019,2,2,17880,12516,5364,11925
0,1,2019,2,3,17880,12516,5364,11926
0,2,2019,2,4,17880,12516,5364,11927
0,3,2019,2,5,17880,12516,5364,11928
0,0,2019,1,1,17892,17892,0,11929
0,1,2019,1,2,17892,17892,0,11930
0,2,2019,1,3,17892,17892,0,11931
0,3,2019,1,4,17892,17892,0,11932
0,0,2019,2,2,17892,12524.4,5367.6,11933
0,1,2019,2,3,17892,12524.4,5367.6,11934
0,2,2019,2,4,17892,12524.4,5367.6,11935
0,3,2019,2,5,17892,12524.4,5367.6,11936
0,0,2019,1,1,17904,17904,0,11937
0,1,2019,1,2,17904,17904,0,11938
0,2,2019,1,3,17904,17904,0,11939
0,3,2019,1,4,17904,17904,0,11940
0,0,2019,2,2,17904,12532.8,5371.200000000001,11941
0,1,2019,2,3,17904,12532.8,5371.200000000001,11942
0,2,2019,2,4,17904,12532.8,5371.200000000001,11943
0,3,2019,2,5,17904,12532.8,5371.200000000001,11944
0,0,2019,1,1,17916,17916,0,11945
0,1,2019,1,2,17916,17916,0,11946
0,2,2019,1,3,17916,17916,0,11947
0,3,2019,1,4,17916,17916,0,11948
0,0,2019,2,2,17916,12541.2,5374.799999999999,11949
0,1,2019,2,3,17916,12541.2,5374.799999999999,11950
0,2,2019,2,4,17916,12541.2,5374.799999999999,11951
0,3,2019,2,5,17916,12541.2,5374.799999999999,11952
0,0,2019,1,1,17928,17928,0,11953
0,1,2019,1,2,17928,17928,0,11954
0,2,2019,1,3,17928,17928,0,11955
0,3,2019,1,4,17928,17928,0,11956
0,0,2019,2,2,17928,12549.6,5378.4,11957
0,1,2019,2,3,17928,12549.6,5378.4,11958
0,2,2019,2,4,17928,12549.6,5378.4,11959
